Review,Rating,App Name,Sentiment
old version is good but new version is not good,4,Ola Driver,Positive
Poor app,1,Ola Driver,Negative
गुड,5,Ola Driver,Positive
The latest update (Display size) is very small. Also the pop up screen is also small.,5,Ola Driver,Positive
Good experience but my phone show hinging ola partner company,5,Ola Driver,Positive
"Nice changes, I love it, Good Job Ola Tem, You resolved lots off issues in this changes. please include 3 mint waiting and after waiting time will be charge able and if customer canceled the ride at the time of arrived. Atleast arrange a customer support team. Thanks",5,Ola Driver,Positive
"Worst app, Ride hi nahi accept hoyi hai, chahe aap inka subscription lelo ya mat lo. aur jaise taise uth bhi jaye to 99% ride fake hoti hai. very bad app. 1 star se kam rating nahi hai nahi wahi deta.",1,Ola Driver,Negative
ride kam bajati hai right jyada bajani chahie,5,Ola Driver,Positive
ab ola driver app mein food parcel grocery ki booking nahin aati hai sabse pahle rapido mein aa jaati Hai,1,Ola Driver,Negative
wrost app and service is also wrost,1,Ola Driver,Negative
Very bad service,1,Ola Driver,Negative
nice,5,Ola Driver,Positive
रेट बढाव रेड बडा ओला वाले रेट बडा,1,Ola Driver,Negative
okay this app download the day,5,Ola Driver,Positive
Not working in Bangalore,1,Ola Driver,Negative
good,5,Ola Driver,Positive
lettes very small,2,Ola Driver,Negative
font bahut chota kar diya hai dikhta hi nhi hai kahan ki booking Hai,1,Ola Driver,Negative
accept button mein badlav Karen aur grahak car rating dikhayen,1,Ola Driver,Negative
"partner helpline support not available, ratecard also very low",1,Ola Driver,Negative
good servicee,5,Ola Driver,Positive
booking is the not expet,2,Ola Driver,Negative
very rude and very bad performance in ola and distance calculate is very wrong and long ride distance calculate is very wrong long recharge booking no give me per day recharge booking give me very very froud in ola,2,Ola Driver,Negative
good 😊,5,Ola Driver,Positive
very very bad app low price in driver,1,Ola Driver,Negative
I am frustrated. I want to register but when I am opening the app it shows you have a pending balance of 15 and when I am trying to pay this it's not working. And except of payment pending option no other option is showing. what do I do? I don't have any Idea. If it will continue like this then I will delete this app and suggest more friends to delete this. In this matter rapido is much better.,1,Ola Driver,Negative
nice app veri good,5,Ola Driver,Positive
worst aplication,1,Ola Driver,Negative
"very bad, not good app in rider, because.....",5,Ola Driver,Positive
good,5,Ola Driver,Positive
chor h bina bat paise kat leta h,1,Ola Driver,Negative
don't size is very small pls little big font size cannot see,5,Ola Driver,Positive
Hello Partner Care It's been a year since I drove in them. I have never had such a problem. The rights are not coming in Vala. I am using their same app ఎయిర్ పోర్ట్ అసలు ఒక్క బుక్కును కూడా రావడం లేదు plz help me,5,Ola Driver,Positive
super hero ola bar deta hai mera jola,5,Ola Driver,Positive
best delivery partner app than porter 👍,5,Ola Driver,Positive
"issue with ride accepting...,vry worst app recieved ride...!? i have taken subscription plan also ,but in cnt take ride",1,Ola Driver,Negative
very bad app not updated,1,Ola Driver,Negative
goood,5,Ola Driver,Positive
ola application booking accept problem,1,Ola Driver,Negative
best rates for drivers and customers too.... 0 commission started....,5,Ola Driver,Positive
good for exalant,5,Ola Driver,Positive
bad performance 😔,2,Ola Driver,Negative
"for new onboarding, the document upload is failing...need to solve this issue ...also need to update the app",1,Ola Driver,Negative
nic,5,Ola Driver,Positive
good 👍,4,Ola Driver,Positive
good,5,Ola Driver,Positive
best experience plz update this app,5,Ola Driver,Positive
good,4,Ola Driver,Positive
have a best experience,5,Ola Driver,Positive
❤️,1,Ola Driver,Negative
"when can we all expect the newer version of ola partner app, which you guys told about? and am from Mysore.",1,Ola Driver,Negative
charging additional charges of 3rs for every trip completed after subscribing ola daily and 3 days pass and shows negative balance,2,Ola Driver,Negative
not use not bad,5,Ola Driver,Positive
partner care not available,1,Ola Driver,Negative
full scam very bad app......😡😡,1,Ola Driver,Negative
WORST APP.. POOR UI.. NO DUTY BUT DRIVER DOING RECHARGE ONLY BUT NO DUTY,1,Ola Driver,Negative
Actually I am driving in pune city and we are issue of your rate don't know but you can check it that fare so much less giving by ola that please fix this issue as much as soon. Cause we are so disturbed and worried how the fare is getting less from last 4 to 5 days,1,Ola Driver,Negative
chalu nahi ho raha hai,1,Ola Driver,Negative
worst app,1,Ola Driver,Negative
nice,5,Ola Driver,Positive
please give me Big ride 😭😭😭,5,Ola Driver,Positive
good,5,Ola Driver,Positive
good,5,Ola Driver,Positive
new accept app not update pls update my app,5,Ola Driver,Positive
very good app,5,Ola Driver,Positive
worst,1,Ola Driver,Negative
not working,5,Ola Driver,Positive
pls update app,1,Ola Driver,Negative
this platform is totally fraud,1,Ola Driver,Negative
ola app cantunu,5,Ola Driver,Positive
Best earning,5,Ola Driver,Positive
but ola not update,5,Ola Driver,Positive
uptdet chang karo ride nhi ut rhi,5,Ola Driver,Positive
very bad 😞,1,Ola Driver,Negative
unable to pay my excess cash and buy a subscription,1,Ola Driver,Negative
super duper hit Ola 😀,5,Ola Driver,Positive
worst,1,Ola Driver,Negative
not getting ride only money and time waste.same on u ola,1,Ola Driver,Negative
still not updated app auto payment,5,Ola Driver,Positive
0 ಕಮಿಷನ್ ಅಂತ ಹೇಳಿ ಪ್ರತಿ ದಿನ ಪ್ರತಿ ಆರ್ಡರ್ ಮೇಲೆ 3 ರೂಪಾಯಿ ಕಾನ್ವೆಂಸ್ ಫೀಸ್ ಅಂತ ಕಟ್ ಮಾಡುತ್ತಾರೆ ಓಲಾ ಮಂತಲಿ ಪ್ಲಾನ್ ಅಂತ ಹೇಳಿ ಲೋ ಬುಕಿಂಗ್ ಆರ್ಡರ್ ಆರ್ಡರ್ಸ್ ಕೊಡತಾರೆ(25% ಆರ್ಡರ್ಸ್ ಎಕ್ಸ್ಟ್ರಾ ಅಂತ ಹೇಳ್ತಾರೆ ಸರಿಯಾಗಿ ಆರ್ಡರ್ಸ್ ಕೊಡಲ್ಲ) 90% ಆರ್ಡರ್ಸ್ ಎಲ್ಲನು 1.5.KM ಮೇಲೇನೆ ಪಿಕಪ್ ಕೊಡತಾರೆ.,1,Ola Driver,Negative
worst app,1,Ola Driver,Negative
very good,5,Ola Driver,Positive
bad ola company heavy risks company,1,Ola Driver,Negative
bahut hi bekar management hai sabse bekar kam hai iska ride except nahin hota Hai accepting system bahut bekar hai kabhi kabhi ride accept karne se pahle kuchh aur payment rahata hai aur and karne ke bad kuchh aur payment ho jata hai matlab pahle jyada dikhta Hai FIR bad mein kam ho jata hai bahut hi ganda issue hai,1,Ola Driver,Negative
login time ' due recarge payments not working the option online 💔,1,Ola Driver,Negative
Ola online aapke documents verify nahi karegi iske liye brocker baitha rakhe hain jo aapse paise lekar aapke orginal documents ki verify kar denge ye online or offline scam hai,1,Ola Driver,Negative
Worst app anyone can build. U cant even accept the rides.,1,Ola Driver,Negative
ok,5,Ola Driver,Positive
ok,5,Ola Driver,Positive
Na lavdala app waste,1,Ola Driver,Negative
Great app,5,Ola Driver,Positive
"not good. less pay for drivers. abnormal volume up when incoming booking coming. no customer support. today I faced a customer. he drunk. he sat on bike . he is sleeping and his body out of control, he almost fell down situation came. i stopped the bike. asked the customer. but he is not responding properly. before pickup he seems to be good. while on ride. he is out of control. I don't have support from ola. how can I handle that situation. rapido is 100% good for customer care support",1,Ola Driver,Negative
don't use this app worst app,1,Ola Driver,Negative
"A completely useless application. They will give you many bookings before you become a subscriber, but you won't be able to accept them.Once you subscribe, you will no longer receive booking requests... and no helpline number for ola driver's.. totally scam.. don't use ola .. do whatever you want to do but don't do ola.. this is scam they took money from you",1,Ola Driver,Negative
"A completely useless application. They will give you many bookings before you become a subscriber, but you won't be able to accept them.Once you subscribe, you will no longer receive booking requests...",1,Ola Driver,Negative
Update now new version in my id,1,Ola Driver,Negative
not working this,5,Ola Driver,Positive
good,5,Ola Driver,Positive
stupid app,1,Ola Driver,Negative
app is very slow.....and not accept any bookings,5,Ola Driver,Positive
good,5,Ola Driver,Positive
super,5,Ola Driver,Positive
booking nahi hai,1,Ola Driver,Negative
please update the app to 2026 module .. some of them got it some of us not got the updated version.,5,Ola Driver,Positive
high rate wali booking accept nhi hoti h,1,Ola Driver,Negative
sabase bekar,5,Ola Driver,Positive
good,5,Ola Driver,Positive
Exllent,5,Ola Driver,Positive
very good,5,Ola Driver,Positive
Unable to enable go to,1,Ola Driver,Negative
bekar hai,1,Ola Driver,Negative
3rd class service ajj pura 31st barbad kr diya ghtiya company pune mai ky rate hai tumhara aise hi barbad hoge dekhlo,1,Ola Driver,Negative
👍 Good app but not respond customer care not fluently orders..next problem notification internet signal slow App future help me ola...,5,Ola Driver,Positive
good 💯😊,5,Ola Driver,Positive
happy with Ola,5,Ola Driver,Positive
God app,5,Ola Driver,Positive
good,5,Ola Driver,Positive
worst app,1,Ola Driver,Negative
good direction,5,Ola Driver,Positive
laik,5,Ola Driver,Positive
yas,5,Ola Driver,Positive
not updated the app,1,Ola Driver,Negative
my account is login failed more than 3 days no response,1,Ola Driver,Negative
💔,1,Ola Driver,Negative
3rd class service,1,Ola Driver,Negative
stop the auto clicker,1,Ola Driver,Negative
"the worst ever customer service, if there the company itself doesn't have solution",1,Ola Driver,Negative
very nice,5,Ola Driver,Positive
good job app,5,Ola Driver,Positive
good,5,Ola Driver,Positive
super,5,Ola Driver,Positive
oc traveling ola app,1,Ola Driver,Negative
most useful aap,5,Ola Driver,Positive
New Update Is Not Complete Working Please Old Ola Open,1,Ola Driver,Negative
please update new version,5,Ola Driver,Positive
monthly wala recharge karne ke baad bhi convence fee ke naam par har trip me paise minus kar account pe lagaye ja rahe hai why? aur shikayat krne ke liye customer service bhi nahi provide hai..ye bilkul bhi sahi nahi hai .,1,Ola Driver,Negative
nice,5,Ola Driver,Positive
ola is best,5,Ola Driver,Positive
एकदम छान आहे 👌,5,Ola Driver,Positive
On Saturday a payment of rs 277 not received. Trip was from canara Bank colony to near sambrahma institute of technology. Please do the needful.still not received today is the 17th July.even today the 31st December i have not received the payment.,5,Ola Driver,Positive
do not work,4,Ola Driver,Positive
nise,5,Ola Driver,Positive
bad,1,Ola Driver,Negative
low fare. fare not given as per meter,1,Ola Driver,Negative
super,5,Ola Driver,Positive
superr,5,Ola Driver,Positive
app not working,1,Ola Driver,Negative
Problems with accepting of booking.,1,Ola Driver,Negative
good,5,Ola Driver,Positive
very bad service customer support not resolved this issue,1,Ola Driver,Negative
"Very Low Auto Fares in Pune – Not Matching Meter Rates I am an auto-rickshaw driver using Ola Auto in Pune, and I want to highlight a serious issue regarding the fare structure. The auto fares shown in the Ola app are much lower than the actual government-approved meter rates in Pune. Because of this, drivers face daily arguments with passengers and it has become very difficult to operate an auto-rickshaw sustainably.",1,Ola Driver,Negative
booking not accepted properly,1,Ola Driver,Negative
"Ola Electric customer support is useless. I have been calling continuously from 19 December, but there is no response at all. Complaints are raised but always stuck at “In Progress” with no action. They sell vehicles aggressively, but after delivery, customers are completely ignored. This is not acceptable for a company like Ola. Very frustrating experience.",1,Ola Driver,Negative
good,5,Ola Driver,Positive
it's very bad,1,Ola Driver,Negative
"now a days rapido is giving more fare then ola and also giving incentives,ola plz don't decrease ur fare rate.day by day your losing faith of customer,when driver not picking up ur bookings because of low fare.",1,Ola Driver,Negative
Very bad app safety is not there in app,1,Ola Driver,Negative
worst app,1,Ola Driver,Negative
nt updating,1,Ola Driver,Negative
don't install this app,1,Ola Driver,Negative
waste and useless app,1,Ola Driver,Negative
bekwas,1,Ola Driver,Negative
ok,5,Ola Driver,Positive
new update me glitch lag h bohot,5,Ola Driver,Positive
I request to all my auto drivers boycott ola ap ola ap is frode company,1,Ola Driver,Negative
good,5,Ola Driver,Positive
kindly not receive ola booking . ola now given 14rs per km,1,Ola Driver,Negative
Ola Best' app hai,1,Ola Driver,Negative
bahut ghatiya apps he membership lene ke baad ye badi ride ko accept hi nhi karta aur karlo to automatically cancel kar deta he aur membership lene ke baad to booking bhi nhi aarahi he mere paas pichle 3 din se ek bhi booking nhi aayi puri city me bhi,1,Ola Driver,Negative
new app not update,2,Ola Driver,Negative
bad app please not installed,1,Ola Driver,Negative
platform peace Kyon lag raha hai isko band karo nahi to ola koi nahi chalayenge ek to kamai nahin Hai upar Se platform fish lag Raha Hai kyon lag raha hai sirf ola mein Hi lag Raha Hai platform fish,1,Ola Driver,Negative
this application is no us,1,Ola Driver,Negative
ok super 💯,5,Ola Driver,Positive
font is size small plz i want big size 😎🤏,1,Ola Driver,Negative
worst app for drivers...No fares No bookings bookings..use full for customers only not for Drivers,1,Ola Driver,Negative
very nice pic,5,Ola Driver,Positive
sabse bekar advice,1,Ola Driver,Negative
"Ola 1 is a sleeping company, bookings are not coming, navigation system is useless, subscription amount gets wasted.",2,Ola Driver,Negative
bhai ola tu chata kya hai Autoclickr kam nehin karta hai booking show nehin karta hai ab Insan kya kare,1,Ola Driver,Negative
worst application i had worked with,1,Ola Driver,Negative
ola best ahe,5,Ola Driver,Positive
there was an order night. I delivered. but the order still got cancelled due to customer not getting OTP issues and I did not get the money for that order. After some days I just saw 540rs negative balance. if I call partner care the call is getting disconnected just after placing the call from 4 or more days. what kind of a company doesn't have a single way to contact customer care? so I delivered ordered promptly and what I get in return? no money for that order and 540rs fine or penalty?,1,Ola Driver,Negative
super,5,Ola Driver,Positive
ಸೂಪರ್ app,5,Ola Driver,Positive
idont know what's the issues icannot able to login,1,Ola Driver,Negative
customer service very bad,1,Ola Driver,Negative
this application is very bad . there are no orders for accepting. only says that buy ola pass 299 for one month.after bought a monthly pass there are no any order for accepting.,1,Ola Driver,Negative
faltu,1,Ola Driver,Negative
nice app,5,Ola Driver,Positive
super,5,Ola Driver,Positive
very bad service ola any time low price duty,1,Ola Driver,Negative
👍,5,Ola Driver,Positive
bad login service,1,Ola Driver,Negative
low fer,1,Ola Driver,Negative
😡😡😡,1,Ola Driver,Negative
accepting passenger booking is the worst . not even a single order is accepting. do not download. try other apps for auto rickshaw 🛺,1,Ola Driver,Negative
road company driver loss company,1,Ola Driver,Negative
charges to low for riders Rapido vl give 48rs ola 28rs,1,Ola Driver,Negative
nice 1,5,Ola Driver,Positive
best,5,Ola Driver,Positive
good,5,Ola Driver,Positive
wrong trip distance ola app distance 9.70 km 145₹ & google map 12.00 km 204₹ money diff is 59₹,1,Ola Driver,Negative
Best,5,Ola Driver,Positive
worst app,1,Ola Driver,Negative
supar,5,Ola Driver,Positive
best app,5,Ola Driver,Positive
Good 👍,5,Ola Driver,Positive
ola sabse bekar app Hai 25 December ko mere pass ek ola bike ride mein food ka order aata Hai main restaurant per pahunchta Hun to vahan per order show nahin karta hai vah bolate Hain ki order pahle se ho chuka hai deliver Maine customer care se contact karne ki bahut koshish ki lekin Koi contact Nahin hua Maine usko aise chhoda agale din mein dekhta hun to meri ID on Nahin Hoti Hai uske bad us per mujhe 546 ki penalty Laga Di jaati Hai jabki galti unki app ki thi koi bhi log please ola matchalo,1,Ola Driver,Negative
excellent,5,Ola Driver,Positive
good,5,Ola Driver,Positive
good experience,5,Ola Driver,Positive
Good,5,Ola Driver,Positive
way it's not working,2,Ola Driver,Negative
worst app ever I use for an auto rickshaw. lowest rate and earnings on this app. so i hate this app.,1,Ola Driver,Negative
no customer support for drivers,1,Ola Driver,Negative
auto in jaipur pickup location in every ride 2 km far away. when driver reached location ride was cancelled.,1,Ola Driver,Negative
bekar fare,1,Ola Driver,Negative
The rates are much better than Uber and Rapido.,5,Ola Driver,Positive
good,5,Ola Driver,Positive
"""OLA"" Kote ke aurat se bhi saste ho gaye ho aap, Jab riksha walo ko government ne pune me RS 17 rate diya hai, to aap RS 13 kaise kar diye, hote kon ho tum aise karne wale. hum ne aap se jyada to manga nahi tha. platform charges ke nap pe RS 29 lethe ho, ab rs 3 rupee per KM extra le rahe ho, thodi to sharam karo, hum Riksha walo ko kyo lut rahe ho. Tab bhi hum man lete, lekin ye Rate kyo kum kar diye ho bhai. tumse Lakh gun Rapido hai, salute to Rapido.",1,Ola Driver,Negative
ola pagal Ho Gaya Hai,1,Ola Driver,Negative
not with ola support my money is not credited yet.,1,Ola Driver,Negative
your recently updated in a app not showing address and is showing very small text show full address and ok we can't work this company,1,Ola Driver,Negative
super,5,Ola Driver,Positive
i want update,5,Ola Driver,Positive
best,5,Ola Driver,Positive
very low prices too much,1,Ola Driver,Negative
good,5,Ola Driver,Positive
ola chor company hai toll nhi diya mujhe call kar raha hu to hold par rakhi jaa rahi hai or kat ho jati hai,1,Ola Driver,Negative
ola company ko apna sistam update karna chahiye 1 ride 10 parison ke paas jati hai not 🚫 Accept ride and Ola company,1,Ola Driver,Negative
for android 16 new update not avilable and per kilometre also less than 18 rupees please update both issues,1,Ola Driver,Negative
"good, 💯",5,Ola Driver,Positive
worst ola partner app,1,Ola Driver,Negative
good,5,Ola Driver,Positive
good ola,5,Ola Driver,Positive
good,5,Ola Driver,Positive
good 👍,5,Ola Driver,Positive
even after subscription u have to wait for 6 sec to accept ride so what's point of subscription. also getting less rides after subscription,1,Ola Driver,Negative
ola app not working not installed latest option update new version,1,Ola Driver,Negative
not getting orders from this application,1,Ola Driver,Negative
worst app,1,Ola Driver,Negative
"I am Bashir and I am working in Ola for the past 1 year. I have done 700 trips And I have 5 star ratings. But outstation trips are not being activated for me. I have been calling partner support care for the last 3 months but no one is responding to me, I am in a lot of trouble Please activate my Ola outstation Please help me, please",1,Ola Driver,Negative
road app,1,Ola Driver,Negative
OK,5,Ola Driver,Positive
best,5,Ola Driver,Positive
ola price very low not getting booking,5,Ola Driver,Positive
very good,5,Ola Driver,Positive
i am happy this app,1,Ola Driver,Negative
good,5,Ola Driver,Positive
रीकशावाल्याच्या जीवावर घर बर बीकारी,1,Ola Driver,Negative
Thanks for support,5,Ola Driver,Positive
No one should book Ola. Ola is a fraud. Earlier I was cheated in Ola's scooty and now I am doing fraud in booking.,1,Ola Driver,Negative
very good app taking money from driver for platform fees & giving short trips very good idea most of driver using clicker if short trip accept then they cancel then booking come to poor driver. company not taking any action because they taking advance money in this poor driver & poor customer getting problem but company have no issues because company want only money keep it up they not giving any answer for reviews because they only want money very good doing ola company all the best,1,Ola Driver,Negative
ड्रायव्हर लोकांचा रक्त प्यायला घेतलं आहे ओला ने मीटर पेक्षा पण गये गुजरे झाले,1,Ola Driver,Negative
nice,5,Ola Driver,Positive
after subscription the 299 plan also not able to receive the rides...,1,Ola Driver,Negative
"in latest updated application, not getting any amount according to kilometres travelling. getting less almost 20 to 30 rupees in each booking requests, which is the trip that is more than 8 to 9 kilometres..... better to stop driving with ola until the issue is not taken seriously and till the issue not resolved...",1,Ola Driver,Negative
ola Ubadate,5,Ola Driver,Positive
worst app,1,Ola Driver,Negative
bookings accept nahi hota h glat app h ola ka time best hota 2 ghante se betha hu booking aate h accept nahi hota h 😭😭😭😭😅😅😂😂😂😂🥳🥳😁😁😁😆😅😆😅🤣🤣🤣🤣😂😂😂,2,Ola Driver,Negative
very bad,1,Ola Driver,Negative
bad app,1,Ola Driver,Negative
"Worst Application If you have any issues related app there's no proper contact regarding customer service. Also when ride request appear and you approved then suddenly it disappeared from acceptance. Ola, if you wanna grow then please update your facilites first, provide proper problem solutions and customer care number. This service also unable in Google because they discontinue the service number.",1,Ola Driver,Negative
nice app dirave,5,Ola Driver,Positive
app has serious issues with accepting rides,1,Ola Driver,Negative
bad,1,Ola Driver,Negative
very very bad aap booking as not perfect amount per km very bad,1,Ola Driver,Negative
Drivero ka pareshan karta h,1,Ola Driver,Negative
third class app,1,Ola Driver,Negative
mast bhut achha,5,Ola Driver,Positive
chor app,1,Ola Driver,Negative
go home not successful,2,Ola Driver,Negative
good for earning,5,Ola Driver,Positive
ola everyday become worst service ride accepting time showing 10 km after entering OTP shows 5to 6 kilometre more but fair is not adding who is maintain all this bloody nonsense fellow there is no contact customer care number this is the way giving service to the driver can you please close the company that is better,1,Ola Driver,Negative
acha kamai nahi hai,1,Ola Driver,Negative
ड्राइवर के लिए बहुत ही गंदा ऐप हैं ए ड्राइवर का खून चूस रहा है कृपया ए ऐप को बंद कर दीजिए,1,Ola Driver,Negative
Bad,5,Ola Driver,Positive
बहुत ही गंद ऐप्स है डाइबर के लिए डाइबिग के लिए ऐसे एप को प्ले स्टोर से बैन कर देना चाहिए,1,Ola Driver,Negative
😍,5,Ola Driver,Positive
chor company hai,1,Ola Driver,Negative
lower rate,1,Ola Driver,Negative
ekdam faltu aap he ret bohat kam deta he or driver ka khun chusneka kam karta he or enka castemar clear helplain phone bichme hi kaat deta he,1,Ola Driver,Negative
outstation booking Open kare,5,Ola Driver,Positive
good,5,Ola Driver,Positive
kam bhut jyada Kam he,1,Ola Driver,Negative
good,5,Ola Driver,Positive
not possible to accept ride west app please update new versions,1,Ola Driver,Negative
supar,5,Ola Driver,Positive
no support nor any no to call mostly rides are too long pickup either they booked and before reaching to pickup point they canceled it,1,Ola Driver,Negative
KM rate is very bad😔🙏 permanently uninstall this app,1,Ola Driver,Negative
"very bad ,, kabhi booking ache price m ati hai ,kabhi kabhi bahut hi price ki booking ati hai very bad service ola",1,Ola Driver,Negative
"I don't think this app will last long now, it is not even paying according to the kilometer and is charging Rs 25 per day and now Give them Rs 3 per ride.",1,Ola Driver,Negative
very badly 😔,1,Ola Driver,Negative
not good app,1,Ola Driver,Negative
unable to login,1,Ola Driver,Negative
ola faltu hai,1,Ola Driver,Negative
super,5,Ola Driver,Positive
ye acha app hai ride bhi sahi deta hai,4,Ola Driver,Positive
best,5,Ola Driver,Positive
my phone is not updated ola new version 😡😡,1,Ola Driver,Negative
NOT ABLE TO CHANGE MY PRESENT VEHICLE,1,Ola Driver,Negative
Best app,5,Ola Driver,Positive
very nice 👍,5,Ola Driver,Positive
good,5,Ola Driver,Positive
bahut ghatiya,1,Ola Driver,Negative
Excellent Application,5,Ola Driver,Positive
customer service issues ola rider app se customer care per baat nhi kar sakta hai,1,Ola Driver,Negative
wrost app ola,1,Ola Driver,Negative
I am not happy for this app shame on Ola very low rate for auto rickshaw,1,Ola Driver,Negative
badhiya hai ismein kam karna acha lagta hai,5,Ola Driver,Positive
seamless app Thad class app,1,Ola Driver,Negative
"plz request to government ban this app , in pune maharashtra 15 rp km rate. as per government law 17 rp per km . worst app and fraud , no coustomer support , ban ban ola , best app rapido",1,Ola Driver,Negative
worst,1,Ola Driver,Negative
very bad orders,1,Ola Driver,Negative
worst,1,Ola Driver,Negative
fraud ola,1,Ola Driver,Negative
very nice app,5,Ola Driver,Positive
any booking cut -3 and per day recharge 25 but no booking fraud app ola,1,Ola Driver,Negative
ॲप ॲप चांगला आहे फायदा भरपूर आहे पण एक त्रास आहे जेव्हा आम्ही आमचा पिकअप घेऊन जातो ड्रॉप करतो त्यानंतर गो टू ऍड्रेस टाकल्यानंतर आम्हाला गो टू ऍड्रेस वरचा एकही ऑर्डर पडत नाही पडली तरी उचलू शकत नाही कारण तुमचा टाईम संपून जातो एवढेच खंत आहे तेवढा जर तुम्ही तो टाईम काढला तर खूप बरं होईल जेणेकरून सर्वजण त्याचा लाभ घेतील धन्यवाद आभारी आहे ओला,5,Ola Driver,Positive
ride not accept,1,Ola Driver,Negative
cutyaa appp,1,Ola Driver,Negative
kolkata mai ola ka rate bahut ghatiya hai ola se accha tu rapido hai,1,Ola Driver,Negative
why does ola not allow it partner instant withdrawal of earnings facility like uber and rapido. and also they don't write what is pickup and what's drop location just just green and red sign given.,1,Ola Driver,Negative
good,5,Ola Driver,Positive
super,5,Ola Driver,Positive
waiting charges badhai,5,Ola Driver,Positive
near pickup not available only 1 km and 2 km distance,5,Ola Driver,Positive
very good,5,Ola Driver,Positive
kindly update to our mangalore city meter charge,1,Ola Driver,Negative
good app,5,Ola Driver,Positive
Bad experience for ola app booking is not accept,1,Ola Driver,Negative
ola not provide bockings after substitution pass and vest driver pass money very bad service,1,Ola Driver,Negative
ola ghatiya hai rate kam hai,1,Ola Driver,Negative
very good Ola,5,Ola Driver,Positive
supar,5,Ola Driver,Positive
good,5,Ola Driver,Positive
