Review,Rating,App Name,Sentiment
Very Good app for drivers. give very good incentives as compared to other apps,5,Uber Driver,Positive
good,5,Uber Driver,Positive
very good aap,5,Uber Driver,Positive
trip not expected properly,1,Ola Driver,Negative
"Big Thank you Rapido, I have been driving a rickshaw for a year now, have never lost much money, and there are some apps which keep doing some drama every two months. Please keep this belief. You have come down on our hopes. thank you.",5,Rapido Captain,Positive
"This is a very good app, good for part time jobs and employment for the unemployed.",5,Rapido Captain,Positive
"Not even a single trip is generated on this app, the recharge is wasted, daily business does not give anything and if the trip is generated, it does not meet anything, so what is the use of turning on Ola?",1,Ola Driver,Negative
There is a company that eats a lot of commission. You should not join it. I am sorry that you have a company that eats a lot of commission.,5,Rapido Captain,Positive
Best,4,Rapido Captain,Positive
this app doesn't help the drivers are the customers. this app basically cheapest body vehicle owners as well as and the uses. how I came to find out this 34 km as charged 510 four me including tollgate charges and the user paid almost 600 rupees at the end of the trip I got only 485 four almost like 40 km including the empty distance travelled this guys have paid only 485 and they have detected for the 500 rupees an still when I contact them they said it's a fair trip I don't know how come it is,1,Uber Driver,Negative
Hi team rapido I am very disappoint and dissatisfied about tele calling team and insurance team I met an accident on bike taxi One person book rapido while driving i met an accident I call to tele calling team she not responding to me and And same way insurance team not responding with me I don't have money for check-up Insurance company says that minimum bill value 500 for Legs also pain so much And telecaling person I am waiting in phone call around 45 mins to cancel ride,1,Rapido Captain,Negative
good good,5,Rapido Captain,Positive
I am not login yet sir please,5,Rapido Captain,Positive
Nice job for Everyone,5,Uber Driver,Positive
"Rapido bike rides are paying ~₹6–7/km gross and ~₹1–2/km net after costs. This is not earnings — it’s exploitation. Rate card says ₹11–10/km, but after ~25% Rapido cut, 5% GST, unpaid pickup & rounding, payouts drop badly. Example: 10.1 km drop + ~2 km pickup = ₹90 payout ₹2 platform fee + GST deducted Total distance ≈ 12 km 👉 Actual earning ≈ ₹6.5–7/km Bike running cost: Petrol ≈ ₹3.4/km Wear & tear ≈ ₹1.5/km 👉 Cost ≈ ₹5/km 👉 Net left ≈ ₹1.5–2/km",1,Rapido Captain,Negative
"""I am working as a captain with Rapido, but now working in it is proving to be a very loss-making deal. The biggest problem is that the prices of petrol are continuously increasing and the fare we get is very low, on top of that the company also deducts its huge commission due to which even after working hard all day in the sun and traffic, nothing is left in the hand. Many times a message for pickup comes from 4-5 kilometers away and we have to go that far. The company does not pay a single penny for the petrol it burns if we save our losses.",1,Rapido Captain,Negative
🤔🤔🤔🤔🤔🤔🤔🤔,1,Rapido Captain,Negative
hi there cab economy from Rajiv Gandhi airport to Bowenpally 41 km given 756 debited 350 airport charges and debit 225 from my wallet I try to speak with rapido customer care executive one person assigned from rapido his name is gopal shah worst behaviour very disappointed from rapido,1,Rapido Captain,Negative
Don't offer rides that won't be accepted quickly Only offer the rides that will be accepted why offer the others that won't be taken?????????????🤬🤬🤬🤬🤬🤬🤬,1,Rapido Captain,Negative
Good Service,5,Uber Driver,Positive
uber best app for my opinion,5,Uber Driver,Positive
not able to delete my account,1,Rapido Captain,Negative
ok hai,5,Uber Driver,Positive
the ride is very short,5,Ola Driver,Positive
very good,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
"No order is received, 15 days have passed, no ride is available for a limited time only.",1,Ola Driver,Negative
"Ola is the world's biggest number one theft company, giving refund cards to driver people and no customer support. Driver is not supported at all.",1,Ola Driver,Negative
"You cheated with the driver brothers. The price shown on booking at that time also reduces the customer's price at the destination. You are the most useless price driver. Or after taking the subscription pack, booking is available for Rs 40-50 and go for 3-4 kilometer pickup. The customer care guys don't talk to me and hang up the phone without saying anything.",1,Ola Driver,Negative
very good,5,Rapido Captain,Positive
,5,Rapido Captain,Positive
new update nothing but glitches,1,Uber Driver,Negative
super 😍,5,Uber Driver,Positive
super hero,5,Rapido Captain,Positive
time waste don't have customer support,1,Rapido Captain,Negative
,5,Rapido Captain,Positive
Awesome ride apps,5,Uber Driver,Positive
bad app no customer no support bad app,1,Rapido Captain,Negative
nice,5,Rapido Captain,Positive
good,5,Uber Driver,Positive
"The app should show request to captions from starting point to drop point like uber , Indrive does it become easy to accept trips",1,Rapido Captain,Negative
good 👍,5,Uber Driver,Positive
app is crusing any time on drop booking accepted not show in app,1,Ola Driver,Negative
,1,Uber Driver,Negative
third class app not working well,1,Ola Driver,Negative
the worest app,1,Ola Driver,Negative
VVI App,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
"I was earning from rapido for a long time. But recently when I tried to logging in the app after resetting my phone, it showed device limit exceeded. I raised god knows how many queries on their site for the same issue but to no avail. There is no response from your team. Resolve my issue asap and only then I will change this one star rating. Edit : I have already raised the issue on your mail but there is no response yet. Please, look into the issue and resolve it asap.",1,Rapido Captain,Negative
"You don't get money the distance you travel, you don't get money per kilometer",1,Ola Driver,Negative
make sure driver connected with u behaves properly with customers. kindly provide me an email ID where i can discuss the issue. if ur company supoorts driver named aamir then u are a third class company,1,Ola Driver,Negative
"Thank you, this app saved me from going homeless.",5,Uber Driver,Positive
your application is crashed not working since last 45min tried calling customer support just asking enter your registered number then disconnecting the call poor service from customer support during working hours,1,Rapido Captain,Negative
not bad,5,Uber Driver,Positive
250,5,Uber Driver,Positive
i m unhappy 💔,1,Rapido Captain,Negative
life time earning,5,Rapido Captain,Positive
calls not updated,1,Ola Driver,Negative
worst app tooo worst don't encourage this app,1,Rapido Captain,Negative
map is not working,5,Rapido Captain,Positive
Worst customer service ever..!! No resolution for my concern..! they just stop speaking on the call and hang you up..! Order was picked by some other riders but it was still assigned to me in app.. Informed Rapido captain about this they said to contact Magicpin customer care but they didn't call back. hence again called rapido team but they also didn't help waited for 4hrs then my services got suspended because of aborted order. even after informing rapido team they had suspended by services.,1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
👌nice 🥰,5,Rapido Captain,Positive
i have cleared all my due payment but still the app is not starting fraud,1,Ola Driver,Negative
"Police is fine, brother, have you made the app legal????",1,Rapido Captain,Negative
wrost app for ride ..,1,Rapido Captain,Negative
,5,Ola Driver,Positive
"Like Rapido, Ola is also committing a huge fraud with the drivers, neither do they listen to the fare nor the drivers.",1,Ola Driver,Negative
very good,5,Rapido Captain,Positive
Good 👍,5,Uber Driver,Positive
NO responce to the users ..completely worst experiance ..there is no costumer support and there is no platform to solve the issues ..I paid money ..no one is there to explain why they deduct the money from my app,1,Ola Driver,Negative
very good app,5,Rapido Captain,Positive
very good app,5,Rapido Captain,Positive
very nice uber aap,5,Uber Driver,Positive
"Some technical issues going on. The app exclusive GPS isn't well-detailed at all. It omits closure of the road, omits detour and limited satellite communication.",2,Uber Driver,Negative
almost never expiernced issue with,5,Uber Driver,Positive
sokalo airport ahile bohut trip pai moi ahile 5 gonta tu 8 lage mok jate advance trip die jen,5,Ola Driver,Positive
"This is a 3rd class app, it is as good as uber rapido, anyone can use it or download it please 🚫🛑🚫🛑🚫🛑🚫🛑🚫🛑🚫🛑",1,Ola Driver,Negative
good,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
waste apps big scammer,1,Ola Driver,Negative
nice,5,Ola Driver,Positive
thief company rapido,1,Rapido Captain,Negative
My ID is not opening since 1 week and I have mailed more than 10 times and no call is being received on this number. This person is troubling me. Call is not being received on the contact number and I am not getting a mail reply. The company is not calling.,1,Ola Driver,Negative
great,5,Rapido Captain,Positive
"app is good. I am earning well by doing party time. But needs some improvements. in case of delivery orders sometimes the restaurants mark ""the food is ready"" but actually they are not ready. we have to wait more than 20-30 minutes. In such situations there should be an option to mark as ""food not ready"".",5,Rapido Captain,Positive
good,4,Ola Driver,Positive
good 👍,5,Rapido Captain,Positive
"Dear Ola Support Team, This is extremely frustrating and unacceptable. I transferred money from the Ola app to my bank account, the amount has been successfully deducted from my Ola balance, but it has NOT been credited to my bank account. There is no proper customer support, no response, and no way to reach your team despite this being a serious financial issue. This kind of service failure is highly irresponsible",1,Ola Driver,Negative
They charge other fee even after zero commission plan. other service provider don't charge GST but Rapido charge GST,1,Rapido Captain,Negative
ok,5,Ola Driver,Positive
,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
poor service this app,1,Ola Driver,Negative
why sell beggars,1,Ola Driver,Negative
update in ola driving app,5,Ola Driver,Positive
super,5,Ola Driver,Positive
rapido is froud company' costomer cancel .not cancelled fees bycott rapido,1,Rapido Captain,Negative
,5,Rapido Captain,Positive
good,5,Uber Driver,Positive
good experience,5,Rapido Captain,Positive
great,5,Ola Driver,Positive
owrst service rapido,1,Rapido Captain,Negative
Thank you for making this app. 💛,5,Rapido Captain,Positive
worst captain care,1,Rapido Captain,Negative
"This is a rubbish app, now there is no charge, there is very little money, it should be closed.",1,Ola Driver,Negative
bad performance,1,Ola Driver,Negative
bed you,1,Ola Driver,Negative
cheating money,1,Ola Driver,Negative
very bad not good app driver,5,Ola Driver,Positive
good you,5,Uber Driver,Positive
good,5,Ola Driver,Positive
,1,Ola Driver,Negative
chor company,1,Ola Driver,Negative
Uber driver Bagar ahe fakt kamisan ghet,1,Uber Driver,Negative
my business is so good to join in ola,5,Ola Driver,Positive
very low price ola fare show my car mi bounce,1,Ola Driver,Negative
very slow app and minimum rides low earning after subscription 7 days I tap on accepting orders mostly said already accepted by other like fake ride showing because impossible I tried many time don't waste time accepting orders but,1,Ola Driver,Negative
good ✌️,5,Uber Driver,Positive
it's good 👍,5,Uber Driver,Positive
nice👍,5,Rapido Captain,Positive
bad,1,Ola Driver,Negative
150 rs per hour earring making fool and day day trip fare is going down and earring is less,1,Rapido Captain,Negative
very nice,4,Ola Driver,Positive
please remove recharge option for mini cars like wagnor sapresso iam driver. don't like this recharge option this Indian app please help indian drivers,1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
nice,5,Uber Driver,Positive
what app is there,5,Rapido Captain,Positive
All is good,5,Uber Driver,Positive
"Very bad app, no rate is given, no one gives commission.",1,Rapido Captain,Negative
"Ola is very helpful, it makes it very easy to order in the app.",5,Ola Driver,Positive
not picking,1,Rapido Captain,Negative
Best app,5,Ola Driver,Positive
"This is a perfect example of a disgustingly rapacious company. Their laughable metrics, business model, and cheapskate clientele are just some of the many avenues that are used to constantly skirt responsibility off to independent contractors. Payment for your work, even with solid inarguable documentation, will be unreliable. Uber is well aware of every issue they have regarding their own platform, and I promise you they do not care to fix a single one of those issues. Clown show 💯🤡🤹‍♂️🤦",1,Uber Driver,Negative
it's a great app,5,Ola Driver,Positive
disgusting there is no policy for driver partner they are doing lala ki company. only they are right driver partner is always wrong in front of rapido third class policy,1,Rapido Captain,Negative
super,5,Rapido Captain,Positive
Honestly the worst driver support ever. All AI generated without and number to call. I had an issue and it took over a month for me to get my money that was already generated from rides.,1,Uber Driver,Negative
West company in India,1,Ola Driver,Negative
"This is such a stupid application that I don't even know where to accept the ride, it doesn't tell me anything like how to transfer the payment or makes annoying calls to and fro again and again. There is no neat or clean application.",1,Ola Driver,Negative
bad,1,Ola Driver,Negative
very baad application Every time cuts hidden charges gyes please 🙏 don't drive at uber,1,Uber Driver,Negative
"Sadly pay has drastically decreased, even around the holidays. Very sad. uber takes majority of the pay and leaves a minimal amount for drivers. You can sit or drive around for hours and not get any rides or make any money.",2,Uber Driver,Negative
"It is a pleasure to drive in Ola Ola. Give me more bookings, bigger bookings, Nadya.",5,Ola Driver,Positive
"Dynamic pricing on Uber will have you performing long trip for $.61 a mile. The federal deduction for mileage is $.70 a mile. Driving for Uber you will become broke and homeless. Please hurry up and install it. Homelessness is the new thing. it's December and they are still screwing drivers. Just in, now they're messing around with the payment for returning a item left in your vehicle. they'll let the passenger know what's left.But then they won't pay you after you return it. 5 black holes.",1,Uber Driver,Negative
,1,Ola Driver,Negative
My vehicle number and permit still showing under verification 😠😠😠😠,1,Rapido Captain,Negative
Bad Experience...my I'd is not activate till date.,1,Rapido Captain,Negative
Bekar hai bhai sabhi uber chalo hai a lot of money has come back please plz sabhi bhaiya uber use us hai hai milta hai,1,Rapido Captain,Negative
good,5,Ola Driver,Positive
Bed serives not proper navigation or no customer service support or no customer can call us nor we can call and then enter the number in message to uber delete and give to contact. Or the ride is 3 to 4 km door mile.,1,Uber Driver,Negative
"I've noticed that when using the app and having the phone on charge it heats up my phone to temps that shuts down all the apps till it cools down. Please try fix this as it's becoming very annoying, also we should be allowed to turn off the overlay by force as it's making our cancelation rate escalate due to accepting a ride while messaging someone. Please is is urgent to get this fixed please.",5,Uber Driver,Positive
good support..thanks for Rapido team ..🙂,5,Rapido Captain,Positive
playing with substandard AI Gimmick instead of paying a human agent to talk and resolve.,1,Uber Driver,Negative
Nice,5,Rapido Captain,Positive
good,5,Ola Driver,Positive
good,4,Ola Driver,Positive
good,5,Ola Driver,Positive
The ride with online payment disappears and the map also does not work.,1,Ola Driver,Negative
good earnings job,5,Uber Driver,Positive
fraud,1,Uber Driver,Negative
Bhoot bekar company did not give toll or even after calling no problem was solved.,1,Rapido Captain,Negative
account is not active since 15 days,1,Uber Driver,Negative
I am mine and I am not here.,1,Rapido Captain,Negative
how fast is the band?,1,Rapido Captain,Negative
"Why are you fooling the riders? Since when did it start costing Rs 24 to 30 for 1 to 2 kms? Then there's your commission and if we cancel the ride, there's the penalty. You are the one eating from both sides, neither money nor petrol nor income.",1,Rapido Captain,Negative
very bad application 😕👎🖤,1,Ola Driver,Negative
the rating system is garbage. it forces you out of uber pro just to try to get you to accept worse trips. not to mention it doesnt factor in the rest of your trips in to it.,1,Uber Driver,Negative
good,4,Uber Driver,Positive
good app,5,Ola Driver,Positive
"this is waste of time.this is rapido is not giving a good ...life .plzzz don't depend on this phone apps on bike taxi... please do something else....which will take you on the right track.... how many years will it last after buying a bike or its maintenance. . That's how much it is calculated. Or when it starts from 2.4 thousand, you will correct it.. then quickly. will do. .. after recharging 100 rupees, you will subscribe for 25 rupees and then you will get the details...etc.",5,Rapido Captain,Positive
I accept the order pickup is 3 km and drop 4km my show in price 145rs and I accept this order and pickup the customer then drop is 16km show in map and customer paid me 145rs kya ye sahi rate h 16 km ke mje 4km show kya drop but mene complain kya but ola is no responsibilie ola ke map me km sahi h,1,Ola Driver,Negative
my experience is economic vehicle rapido not giving booking to a long and airport night fare also so less this is my problem with rapido but I will give rate this app 5star,5,Rapido Captain,Positive
thanks for the app ❤,5,Rapido Captain,Positive
booking resev problem,1,Ola Driver,Negative
nice 👍,5,Ola Driver,Positive
well,5,Uber Driver,Positive
bad AAP,1,Rapido Captain,Negative
fraud company,1,Ola Driver,Negative
#ola non AC very bad features uninstall this app,1,Ola Driver,Negative
What is the problem with Rapido? Why is login not happening?,5,Rapido Captain,Positive
kindly not receive ola booking . ola now given 14rs per km,1,Ola Driver,Negative
very bad 😞😔 app,1,Ola Driver,Negative
ok,5,Rapido Captain,Positive
excellent performance,5,Ola Driver,Positive
good,5,Ola Driver,Positive
Where should I begin i get a call from Uber support saying I don't look like my profile picture I need to get a Uber pro card need to put 150 on it and haven't received that yet I went to cash out on November 9 2025 331 dollars never made it to my card I had on file instead Uber said it was deposit on some other card I never had on file that dam near 500 dollar in one day and have yet to hear from Uber even put in a dispute but of course no response.,1,Uber Driver,Negative
West app,1,Ola Driver,Negative
I have given the best car and super ride to all my customers till now,5,Ola Driver,Positive
good,5,Ola Driver,Positive
this is the slowest app,1,Uber Driver,Negative
navigation issues,1,Rapido Captain,Negative
very slow,1,Ola Driver,Negative
"You are so stupid, the customer has canceled the booking and the captain's ID has been suspended for 12 hours.",1,Rapido Captain,Negative
very bad service not booking accept,1,Ola Driver,Negative
super 👍,5,Rapido Captain,Positive
"Rapido does not give any incentive, only the message is sent in the app, itna incentive is there but the rider does not see anything in the incentive option... Please do not delivery with Rapido food orders.",1,Rapido Captain,Negative
good,5,Ola Driver,Positive
Nice,5,Ola Driver,Positive
"Goober allows tip baiting. Its againt the law, and the way they get away with it is a combination of dark money funding scam compainies like this and the way they word their policies. Double speak and deceptive wording.",1,Uber Driver,Negative
"this app not easy as before again drivers not allowed to complain about customers bad behavior,again if an order is already picked by some its added cancelation rate for you,this app works totally for customers not drivers,both customers and drivers are human beings and treat as equal but this company not like that.",1,Uber Driver,Negative
trip acceptance failure many times ....🙃,2,Uber Driver,Negative
good,1,Uber Driver,Negative
good,5,Uber Driver,Positive
good,5,Ola Driver,Positive
Awesome,5,Rapido Captain,Positive
slow working no ride request,1,Uber Driver,Negative
been with uber for many years and for some reason this last update is causing me to take so many selfies. I just turned it off after it doing this 10 times today. FIX THE ISSUE,1,Uber Driver,Negative
super,5,Ola Driver,Positive
Cheap price rapido,1,Rapido Captain,Negative
