Review,Rating,App Name,Sentiment
"★★★ 04/10/2025 : इस तरह के सभी एग्रीगेटर बैगर हैं, वे ड्राइवरों से बैगिंग करते हैं और अपने ग्राहकों को दिखाते हैं कि वे अरबपति हैं, लेकिन वास्तव में वे कितने गरीब हैं 🤣🤣🤣",1,Ola Driver,Negative
"For distances between 1.5 and 2.00 kilometers, an additional charge of ₹ 15/25 will be charged for emptying the auto rickshaw.",1,Uber Driver,Negative
good,5,Uber Driver,Positive
"For the past two weeks, most offers I receive have been excessively long mileage with horribly low pay. I've called and messaged Customer Service, and they just say go offline. When I go back online, it's the same thing. On top of that, when I outright reject an order you send it back to me 3 or 4 times as if trying to force me to accept it. It's killing my acceptance rate, and I can't make any money.",1,Uber Driver,Negative
"It's virtually impossible to be connected to human support (this is on purpose) and if you do get through to a person they have no idea what they're talking about, and can't help you. Cancellation rate goes up if a store is closed, if the person before you stole the food, extreme flooding making it impossible to reach the dropoff. Walmart couldn't fill an order for 3 people and it counted as 3 cancellations. The first tier of their rewards requires 8 percent or less. I went up 6% in one day.",1,Uber Driver,Negative
bad application,1,Uber Driver,Negative
Very Good app for drivers. give very good incentives as compared to other apps,5,Uber Driver,Positive
good,5,Uber Driver,Positive
very good aap,5,Uber Driver,Positive
trip not expected properly,1,Ola Driver,Negative
"Big Thank you Rapido, Ek sal se Mai riksha chalata hu, kabhi bhi Paise Kam jyada nahi huye, aur bhi kuchh app hai jo har ek do mahine me kuchh na kuch natak karate rahate hai. ese visvas ko banaye rakhana please. Hamari umeed pe khare utare hai aap. thank you.",5,Rapido Captain,Positive
बहुत अच्छा ऐप है पार्ट टाइम जॉब के लिए भी अच्छा और बेरोजगार के लिए रोजगार अच्छा है,5,Rapido Captain,Positive
ह्या ॲप वर एक सुद्धा ट्रिप वाजत नाही रिचार्ज मारलेला वाया जाते रोजच्या रोज धंदा काही देत नाही आणि ट्रीप वाजले तर ते काही भेटत नाही मग ओला चालू करून फायदा काय,1,Ola Driver,Negative
ek company chor hai Jo bahut commission khati hai usko koi join nahin karna bhaiya aapse vinati hai ki company chor company yah bahut commission khati hai,5,Rapido Captain,Positive
Best,4,Rapido Captain,Positive
this app doesn't help the drivers are the customers. this app basically cheapest body vehicle owners as well as and the uses. how I came to find out this 34 km as charged 510 four me including tollgate charges and the user paid almost 600 rupees at the end of the trip I got only 485 four almost like 40 km including the empty distance travelled this guys have paid only 485 and they have detected for the 500 rupees an still when I contact them they said it's a fair trip I don't know how come it is,1,Uber Driver,Negative
Hi team rapido I am very disappoint and dissatisfied about tele calling team and insurance team I met an accident on bike taxi One person book rapido while driving i met an accident I call to tele calling team she not responding to me and And same way insurance team not responding with me I don't have money for check-up Insurance company says that minimum bill value 500 for Legs also pain so much And telecaling person I am waiting in phone call around 45 mins to cancel ride,1,Rapido Captain,Negative
good good,5,Rapido Captain,Positive
login nahi ho raha hai sir please,5,Rapido Captain,Positive
Nice job for Everyone,5,Uber Driver,Positive
"Rapido bike rides are paying ~₹6–7/km gross and ~₹1–2/km net after costs. This is not earnings — it’s exploitation. Rate card says ₹11–10/km, but after ~25% Rapido cut, 5% GST, unpaid pickup & rounding, payouts drop badly. Example: 10.1 km drop + ~2 km pickup = ₹90 payout ₹2 platform fee + GST deducted Total distance ≈ 12 km 👉 Actual earning ≈ ₹6.5–7/km Bike running cost: Petrol ≈ ₹3.4/km Wear & tear ≈ ₹1.5/km 👉 Cost ≈ ₹5/km 👉 Net left ≈ ₹1.5–2/km",1,Rapido Captain,Negative
"""मैं रैपिडो के साथ एक कैप्टन के तौर पर काम कर रहा हूँ, लेकिन अब इसमें काम करना बहुत घाटे का सौदा साबित हो रहा है। सबसे बड़ी दिक्कत यह है कि पेट्रोल के दाम लगातार बढ़ रहे हैं और हमें मिलने वाला किराया बहुत ही कम है, ऊपर से कंपनी अपना भारी कमीशन भी काट लेती है जिससे दिन भर धूप और ट्रैफिक में मेहनत करने के बाद भी हाथ में कुछ नहीं बचता। कई बार तो 4-5 किलोमीटर दूर से सवारी उठाने (पिकअप) का मैसेज आता है और उतनी दूर जाने में जो पेट्रोल जलता है, उसका एक पैसा भी कंपनी नहीं देती। अगर हम अपना नुकसान बचाने",1,Rapido Captain,Negative
repido me camisan jayda he🤔🤔🤔,1,Rapido Captain,Negative
hi there cab economy from Rajiv Gandhi airport to Bowenpally 41 km given 756 debited 350 airport charges and debit 225 from my wallet I try to speak with rapido customer care executive one person assigned from rapido his name is gopal shah worst behaviour very disappointed from rapido,1,Rapido Captain,Negative
Don't offer rides that won't be accepted quickly Only offer the rides that will be accepted why offer the others that won't be taken?????????????🤬🤬🤬🤬🤬🤬🤬,1,Rapido Captain,Negative
Good Service,5,Uber Driver,Positive
uber best app for my opinion,5,Uber Driver,Positive
not able to delete my account,1,Rapido Captain,Negative
thik hai,5,Uber Driver,Positive
ride bhut kam aati hai,5,Ola Driver,Positive
very good,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
koi order nahi melta 15 day ho gaye hai koi ride nahi padte vaste time only,1,Ola Driver,Negative
duniya Ki Sabse Badi ek number per aane wali chor company hai Ola driver logon Ko todne refund karte aur na to Koi customer support driver ko bilkul support nahin Hai,1,Ola Driver,Negative
Driver bhaiyo ke saath dhoka karne vali aap. jo price dikhata hai booking atey time destination par jake castumer kaa price usse bhi kum ho jata hai. sabse bekar aap sabse bekar price driver ke liye. Or toh or subscription pack lene ke baad booking ati hai 40 50 rs ki usme bhi 3 4 kilometer pickup karne jao. castumer care vale baat karte nhi bina kuch sune phone cut kr dete hai,1,Ola Driver,Negative
very good,5,Rapido Captain,Positive
🥰🥰,5,Rapido Captain,Positive
new update nothing but glitches,1,Uber Driver,Negative
super 😍,5,Uber Driver,Positive
super hero,5,Rapido Captain,Positive
time waste don't have customer support,1,Rapido Captain,Negative
👍🏻,5,Rapido Captain,Positive
Awesome ride apps,5,Uber Driver,Positive
bad app no customer no support bad app,1,Rapido Captain,Negative
nice,5,Rapido Captain,Positive
good,5,Uber Driver,Positive
"The app should show request to captions from starting point to drop point like uber , Indrive does it become easy to accept trips",1,Rapido Captain,Negative
good 👍,5,Uber Driver,Positive
app is crusing any time on drop booking accepted not show in app,1,Ola Driver,Negative
😞😞😞😞😞,1,Uber Driver,Negative
third class app not working well,1,Ola Driver,Negative
the worest app,1,Ola Driver,Negative
VVI App,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
"I was earning from rapido for a long time. But recently when I tried to logging in the app after resetting my phone, it showed device limit exceeded. I raised god knows how many queries on their site for the same issue but to no avail. There is no response from your team. Resolve my issue asap and only then I will change this one star rating. Edit : I have already raised the issue on your mail but there is no response yet. Please, look into the issue and resolve it asap.",1,Rapido Captain,Negative
"paise nahi milte jitna dur Jana pade, par kilometre paisa nahi milta sahi",1,Ola Driver,Negative
make sure driver connected with u behaves properly with customers. kindly provide me an email ID where i can discuss the issue. if ur company supoorts driver named aamir then u are a third class company,1,Ola Driver,Negative
"Thank you, this app saved me from going homeless.",5,Uber Driver,Positive
your application is crashed not working since last 45min tried calling customer support just asking enter your registered number then disconnecting the call poor service from customer support during working hours,1,Rapido Captain,Negative
not bad,5,Uber Driver,Positive
250,5,Uber Driver,Positive
i m unhappy 💔,1,Rapido Captain,Negative
life time earning,5,Rapido Captain,Positive
calls not updated,1,Ola Driver,Negative
worst app tooo worst don't encourage this app,1,Rapido Captain,Negative
map is not working,5,Rapido Captain,Positive
Worst customer service ever..!! No resolution for my concern..! they just stop speaking on the call and hang you up..! Order was picked by some other riders but it was still assigned to me in app.. Informed Rapido captain about this they said to contact Magicpin customer care but they didn't call back. hence again called rapido team but they also didn't help waited for 4hrs then my services got suspended because of aborted order. even after informing rapido team they had suspended by services.,1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
👌nice 🥰,5,Rapido Captain,Positive
i have cleared all my due payment but still the app is not starting fraud,1,Ola Driver,Negative
police fine mar rahi bhai legal kro phele app ko ????,1,Rapido Captain,Negative
wrost app for ride ..,1,Rapido Captain,Negative
🤝👍,5,Ola Driver,Positive
"Like Rapido, Ola is also committing a huge fraud with the drivers, neither do they listen to the fare nor the drivers.",1,Ola Driver,Negative
very good,5,Rapido Captain,Positive
Good 👍,5,Uber Driver,Positive
NO responce to the users ..completely worst experiance ..there is no costumer support and there is no platform to solve the issues ..I paid money ..no one is there to explain why they deduct the money from my app,1,Ola Driver,Negative
very good app,5,Rapido Captain,Positive
very good app,5,Rapido Captain,Positive
very nice uber aap,5,Uber Driver,Positive
"Some technical issues going on. The app exclusive GPS isn't well-detailed at all. It omits closure of the road, omits detour and limited satellite communication.",2,Uber Driver,Negative
almost never expiernced issue with,5,Uber Driver,Positive
sokalo airport ahile bohut trip pai moi ahile 5 gonta tu 8 lage mok jate advance trip die jen,5,Ola Driver,Positive
3rd class app hai is se accha uber rapido hai koi is ko use mat karna ya download plzzz 🚫🛑🚫🛑🚫🛑🚫🛑🚫🛑🚫🛑,1,Ola Driver,Negative
good,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
waste apps big scammer,1,Ola Driver,Negative
nice,5,Ola Driver,Positive
चोर कंपनी रेपिडो,1,Rapido Captain,Negative
Mera id 1 week se open nahi ho rha hy aur my 10se bhi jayada Mail kar chuka hu aur koi number pe call nahi lagta hy ye wala wala mujhe paresan karke rkhe hy contact number pe call ni lagta hy aur na mailyka reply milta hy na call karte hy company wale,1,Ola Driver,Negative
great,5,Rapido Captain,Positive
"app is good. I am earning well by doing party time. But needs some improvements. in case of delivery orders sometimes the restaurants mark ""the food is ready"" but actually they are not ready. we have to wait more than 20-30 minutes. In such situations there should be an option to mark as ""food not ready"".",5,Rapido Captain,Positive
good,4,Ola Driver,Positive
good 👍,5,Rapido Captain,Positive
"Dear Ola Support Team, This is extremely frustrating and unacceptable. I transferred money from the Ola app to my bank account, the amount has been successfully deducted from my Ola balance, but it has NOT been credited to my bank account. There is no proper customer support, no response, and no way to reach your team despite this being a serious financial issue. This kind of service failure is highly irresponsible",1,Ola Driver,Negative
They charge other fee even after zero commission plan. other service provider don't charge GST but Rapido charge GST,1,Rapido Captain,Negative
ok,5,Ola Driver,Positive
❤❤,5,Rapido Captain,Positive
good,5,Rapido Captain,Positive
poor service this app,1,Ola Driver,Negative
chor sale bhik mange,1,Ola Driver,Negative
update in ola driving app,5,Ola Driver,Positive
super,5,Ola Driver,Positive
rapido is froud company' costomer cancel .not cancelled fees bycott rapido,1,Rapido Captain,Negative
🙏,5,Rapido Captain,Positive
good,5,Uber Driver,Positive
good experience,5,Rapido Captain,Positive
great,5,Ola Driver,Positive
owrst service rapido,1,Rapido Captain,Negative
Thank you for making this app. 💛,5,Rapido Captain,Positive
worst captain care,1,Rapido Captain,Negative
बकवास ऐप हैं अब कोई भाड़ा नही पैसे भी बहुत कम हैं इसको बंद होना चाहिए,1,Ola Driver,Negative
bad performance,1,Ola Driver,Negative
bed aap,1,Ola Driver,Negative
chiting money,1,Ola Driver,Negative
very bad not good app driver,5,Ola Driver,Positive
good aap,5,Uber Driver,Positive
good,5,Ola Driver,Positive
❤️,1,Ola Driver,Negative
chor company,1,Ola Driver,Negative
Uber driver Bagar ahe fakt kamisan ghet,1,Uber Driver,Negative
my business is so good to join in ola,5,Ola Driver,Positive
very low price ola fare show my car mi bounce,1,Ola Driver,Negative
very slow app and minimum rides low earning after subscription 7 days I tap on accepting orders mostly said already accepted by other like fake ride showing because impossible I tried many time don't waste time accepting orders but,1,Ola Driver,Negative
good ✌️,5,Uber Driver,Positive
it's good 👍,5,Uber Driver,Positive
nice👍,5,Rapido Captain,Positive
bad,1,Ola Driver,Negative
150 rs per hour earring making fool and day day trip fare is going down and earring is less,1,Rapido Captain,Negative
very nice,4,Ola Driver,Positive
please remove recharge option for mini cars like wagnor sapresso iam driver. don't like this recharge option this Indian app please help indian drivers,1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
nice,5,Uber Driver,Positive
acha app hai,5,Rapido Captain,Positive
All is good,5,Uber Driver,Positive
very bad app hai rate nhi deta hai anap sanap commission katata hai,1,Rapido Captain,Negative
Ola bahut badhiya hai is app mein order maarte samay hamen bahut hi aasani hoti hai,5,Ola Driver,Positive
not picking,1,Rapido Captain,Negative
Best app,5,Ola Driver,Positive
"This is a perfect example of a disgustingly rapacious company. Their laughable metrics, business model, and cheapskate clientele are just some of the many avenues that are used to constantly skirt responsibility off to independent contractors. Payment for your work, even with solid inarguable documentation, will be unreliable. Uber is well aware of every issue they have regarding their own platform, and I promise you they do not care to fix a single one of those issues. Clown show 💯🤡🤹‍♂️🤦",1,Uber Driver,Negative
बहुत बढीया ऐप है,5,Ola Driver,Positive
disgusting there is no policy for driver partner they are doing lala ki company. only they are right driver partner is always wrong in front of rapido third class policy,1,Rapido Captain,Negative
super,5,Rapido Captain,Positive
Honestly the worst driver support ever. All AI generated without and number to call. I had an issue and it took over a month for me to get my money that was already generated from rides.,1,Uber Driver,Negative
West company in India,1,Ola Driver,Negative
"itna bakwas application hai ki pucho mat, ride lo kahi pr usko accept kro khi par ja kr kuc bhi sahi nahi hai na hi payment ka ki kese transfer kre or to or baar baar calls irritate kr deta hai. neat or clean application nahi hai.",1,Ola Driver,Negative
bad,1,Ola Driver,Negative
very baad application Every time cuts hidden charges gyes please 🙏 don't drive at uber,1,Uber Driver,Negative
"Sadly pay has drastically decreased, even around the holidays. Very sad. uber takes majority of the pay and leaves a minimal amount for drivers. You can sit or drive around for hours and not get any rides or make any money.",2,Uber Driver,Negative
ओला ओला मे गाडी चलाने के लिए आनंद हो रहा है मेरे को ज्यादा बुकिंग दो मोठ्या मोठ्या बुकिंग नद्या,5,Ola Driver,Positive
"Dynamic pricing on Uber will have you performing long trip for $.61 a mile. The federal deduction for mileage is $.70 a mile. Driving for Uber you will become broke and homeless. Please hurry up and install it. Homelessness is the new thing. it's December and they are still screwing drivers. Just in, now they're messing around with the payment for returning a item left in your vehicle. they'll let the passenger know what's left.But then they won't pay you after you return it. 5 black holes.",1,Uber Driver,Negative
🚫;;;;,1,Ola Driver,Negative
My vehicle number and permit still showing under verification 😠😠😠😠,1,Rapido Captain,Negative
Bad Experience...my I'd is not activate till date.,1,Rapido Captain,Negative
bekar h bhai sabhi uber chalo pesa bahot come deti h repido plz sabhi bhai uber usse karo acha pese milta h,1,Rapido Captain,Negative
good,5,Ola Driver,Positive
Bed serives not proper nevigetion or na customer service saport or na customer ko call kr sakte na wo hume call kr sakta agr massage me number eenter kre to uber ddelite kr deta to kese sampark kre. or ride 3 se 4 km door ki militi hai.,1,Uber Driver,Negative
"I've noticed that when using the app and having the phone on charge it heats up my phone to temps that shuts down all the apps till it cools down. Please try fix this as it's becoming very annoying, also we should be allowed to turn off the overlay by force as it's making our cancelation rate escalate due to accepting a ride while messaging someone. Please is is urgent to get this fixed please.",5,Uber Driver,Positive
good support..thanks for Rapido team ..🙂,5,Rapido Captain,Positive
playing with substandard AI Gimmick instead of paying a human agent to talk and resolve.,1,Uber Driver,Negative
Nice,5,Rapido Captain,Positive
good,5,Ola Driver,Positive
good,4,Ola Driver,Positive
good,5,Ola Driver,Positive
The ride with online payment disappears and the map also does not work.,1,Ola Driver,Negative
good earnings job,5,Uber Driver,Positive
frod,1,Uber Driver,Negative
bhoot bekar company toll nhi deti or call pr bhi koi problem solve nhi hoti,1,Rapido Captain,Negative
account is not active since 15 days,1,Uber Driver,Negative
Mera ho hi nhi raha h,1,Rapido Captain,Negative
band huwa kya rapido,1,Rapido Captain,Negative
"Why are you fooling the riders? Since when did it start costing Rs 24 to 30 for 1 to 2 kms? Then there's your commission and if we cancel the ride, there's the penalty. You are the one eating from both sides, neither money nor petrol nor income.",1,Rapido Captain,Negative
very bad application 😕👎🖤,1,Ola Driver,Negative
the rating system is garbage. it forces you out of uber pro just to try to get you to accept worse trips. not to mention it doesnt factor in the rest of your trips in to it.,1,Uber Driver,Negative
good,4,Uber Driver,Positive
good app,5,Ola Driver,Positive
this is waste of time.this is rapido is not giving a good ...life .plzzz don't depend on this phone apps on bike taxi... please koi aur kam karo....jo .apko ak sahi track par lekar jaaye.... ab ek bhai bike kharidoge wo Kitna sal chalega or uska maintenance karokoge. . bus wohi tak iski ukad hai.or 2.4 hazar se jab gari Sahi karoge uske bad .. jab phir rapido. karoge. .. 100 rupya ka recharge karke uske bad 25 rupya ka subscription us karoge tab tumko pata chalega ke baithe baithe ....etc,5,Rapido Captain,Positive
