Review,Rating,App Name,Sentiment
i have mg zs ev car model for this car they are giving only uber go and go non ac and priority ride only no intercity no rentals i called customer care they saying its our rules sir and tata tigor ev have all other options that car range is and my car range is worst response from costumer care,1,Uber Driver,Negative
nice job,5,Rapido Captain,Positive
poor service this app,1,Ola Driver,Negative
worst app for drivers there is no castomar care number no one is there to help to the drivers,1,Ola Driver,Negative
app has serious issues with accepting tripwhen a trip assigned it only appears only few seconds and that time i try to accept it but trip disappear on its own without being accepted tripwhich is effected my earnings and frustrated meone other big issues with the paymenti have faced this issue so many times and raised the complaint many times but not solvedplease fix this problem as soon as possible to improve the experience of ola partner pl,1,Ola Driver,Negative
nice,5,Ola Driver,Positive
bad app because careem app include in this app we lost to much things before we received careem ride and option camera customer send location pictures or driver also send location pictures and easy to find each other butt not now we received to much ride in this app we have only hours to work some time sleep in car because dont receive ride,1,Uber Driver,Negative
not open and working properly only processing,1,Ola Driver,Negative
more its updated more problem it has,1,Uber Driver,Negative
vary bad sarvice,1,Rapido Captain,Negative
ghante order nahi milta,1,Ola Driver,Negative
,1,Ola Driver,Negative
worst app ever,1,Ola Driver,Negative
not updated the app,1,Ola Driver,Negative
new update very bad,1,Ola Driver,Negative
worst app,1,Uber Driver,Negative
good aap,5,Ola Driver,Positive
very very very very very bad,1,Rapido Captain,Negative
bangalore ola customer care number send me,5,Ola Driver,Positive
very good,5,Ola Driver,Positive
customer cancellation but effective my performance,1,Rapido Captain,Negative
rd class application rapido deducts to from each trip,1,Rapido Captain,Negative
customer pickup before location on after navigation go sound automatic off problem,5,Rapido Captain,Positive
baid app ola,1,Ola Driver,Negative
good,5,Ola Driver,Positive
good,5,Uber Driver,Positive
app is not opening today still saying no network but other apps are working fine,1,Rapido Captain,Negative
rapido bike taxi app please inform to the customer who order rapido app before booking the notification or information that backseat passengers must wear a helmet rapido captain app where is my subscription plans zero commission plans need bmi for each pillion to select bike or auto or car,2,Rapido Captain,Negative
nice to work intepedently,5,Rapido Captain,Positive
nice,5,Uber Driver,Positive
mera id week se open nahi ho rha hy aur my se bhi jayada mail kar chuka hu aur koi number pe call nahi lagta hy ye wala wala mujhe paresan karke rkhe hy contact number pe call ni lagta hy aur na mailyka reply milta hy na call karte hy company wale,1,Ola Driver,Negative
third class uber,1,Uber Driver,Negative
,1,Rapido Captain,Negative
worst service they will give support to customers only if any problem rider facing they will not support you for bike taxi dont expect any support in critical situation,1,Rapido Captain,Negative
good,5,Ola Driver,Positive
drop location tin area ka batata hai problem hai drop location sahi nahin hota hai,1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
bad and poor platform for earning and accepting,1,Ola Driver,Negative
costumer give extra money for quick pick up but u guys charge with that extra money too what kind of tax is this,1,Rapido Captain,Negative
good,5,Ola Driver,Positive
super,5,Ola Driver,Positive
started with me getting paid for a ride couple of years later went down to today is at staggering and when i go and check how much the passenger paid the fare went actually up,1,Uber Driver,Negative
great,5,Rapido Captain,Positive
make sure driver connected with u behaves properly with customers kindly provide me an email id where i can discuss the issue if ur company supoorts driver named aamir then u are a third class company,1,Ola Driver,Negative
very good,5,Ola Driver,Positive
nice app,5,Ola Driver,Positive
low earnings if youve heard someone earns a lot of money in here it is true until you realize half your earnings will vanish in gasoline stay in your stable job unless you really need flexible working hours,2,Uber Driver,Negative
very low price to ride,1,Ola Driver,Negative
sabse bakwas app hai bolata hai rupaye rupaye rupaye dunga lekin subah rupaye aur baje ke bad mein rupaye se jyada na deta agar yah rupaye rupaye rupaye dene lage to sare ladke isi ka kam karen repido aur ola band ho jaaye customer to paisa dena chahta hai lekin yah unse paise nahin leta yah unse kam paise lekar rider ko bevkuf banata hai,1,Uber Driver,Negative
good,5,Uber Driver,Positive
very good app but comission to much,5,Rapido Captain,Positive
very good,5,Rapido Captain,Positive
great experience,5,Uber Driver,Positive
good,5,Ola Driver,Positive
low price,1,Rapido Captain,Negative
ok,5,Rapido Captain,Positive
rupees charge is unfair,1,Uber Driver,Negative
sir meri ola app nhi chal rahi hai,5,Ola Driver,Positive
wrost experience very cheap aap ever customer service ka to haal behal hai third party order aate hai order complete karte samay app stuck hota hai mera ru ka loss kiya hai upar se penalty mark kiya hai,1,Rapido Captain,Negative
need to update price and distance km in bike bike metro and other orders sometimes i have stuck and there is no ride we have to return km without any ride this is total loss,1,Rapido Captain,Negative
that is its not fair we can never defend ourself with a negative review in our personal car ive picked up ppl that is named a female and come to find out its a man we should have the right to see who we are picking up with a picture just like them i see a lawsuit,1,Uber Driver,Negative
love you uber,5,Uber Driver,Positive
not good for driver its sucide bond to driver partners and very fraud work with drivers,1,Ola Driver,Negative
nice,5,Ola Driver,Positive
very fraud fraud,1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
frod,1,Uber Driver,Negative
good,5,Rapido Captain,Positive
this app is awful the income is extremely low compared to the effort required and the navigation system is often inaccurate leading to wasted time and frustration the rating system is completely unfair drivers are forced to rate riders immediately at dropoff while riders can rate us anytime sometimes leaving false or unfair ratings that hurt our profile overall the system feels biased and broken making it hard to trust or rely on this platform,1,Uber Driver,Negative
driver ka cash nehikammi rate,5,Ola Driver,Positive
,5,Uber Driver,Positive
ok,5,Ola Driver,Positive
occasional errors unclear directions customer support needs work,4,Uber Driver,Positive
good tank uber,5,Uber Driver,Positive
good,5,Uber Driver,Positive
the worst driver app ever,1,Ola Driver,Negative
,4,Uber Driver,Positive
worst appalready paid for subscription fees still subscription fees again deducted from the trip while searching for solutions there is no such s chat suport available and no call support as well how can we connect to the support team very bad helpline of ola,1,Ola Driver,Negative
exilent,5,Uber Driver,Positive
,5,Ola Driver,Positive
no customer care unable to transfer wallet to bank totally earn my money put in their packet totally scam dont use worst driver app,1,Ola Driver,Negative
not customer support is auto drivers then lowest price in other apps rapido ola better uber worst,1,Uber Driver,Negative
nice,5,Rapido Captain,Positive
login nahi ho raha hai,1,Ola Driver,Negative
worst app of all didnt give correct fare amount and ola extra commission is eating and worst map navigation,1,Ola Driver,Negative
trash app made by a trash company any appcompany that allows customers to take back tips is a trash this should be an illegal practice doordash and grubhub do not allow this kind of trash practice the app bonuses are rigged they keep it in a specific zone even though every other delivery takes you out of it you end up playing cat and mouse with the app also if you dont complete a specific amount in a specific time they screw you out of all the bonuses trash app trash company,1,Uber Driver,Negative
very nice,5,Rapido Captain,Positive
mood off no booking requests very slowly,1,Ola Driver,Negative
best,5,Uber Driver,Positive
vrey bad,5,Ola Driver,Positive
low,1,Uber Driver,Negative
theres a very old bug that prevents me from adjusting the beacons brightness its stuck on maximum making it harder to see the road at night this means in order to make it easier for passengers to find me at night i have to reduce my ability to see the road uber support has done nothing to resolve this issue for the better part of a year also theres still no inapp compass,1,Uber Driver,Negative
nice,5,Uber Driver,Positive
ola driver application is very cheating fraud application,1,Ola Driver,Negative
very very nice,5,Uber Driver,Positive
good to work with ola,5,Ola Driver,Positive
worest,1,Rapido Captain,Negative
please toll tax mein sudhar kijiye,1,Ola Driver,Negative
good,5,Rapido Captain,Positive
ok,5,Uber Driver,Positive
very good app,5,Rapido Captain,Positive
paise nahi milte jitna dur jana pade par kilometre paisa nahi milta sahi,1,Ola Driver,Negative
i want to ola driver app old version link single tap,5,Ola Driver,Positive
low money rider coming plz request im,5,Uber Driver,Positive
good,5,Rapido Captain,Positive
maps locations go all over the place it rotates in the middle of driving it gets confucing,1,Uber Driver,Negative
ghatiya aap,1,Ola Driver,Negative
navigation issues,1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
best ehailing app,5,Uber Driver,Positive
bad app with bad experience,1,Uber Driver,Negative
problem this is accepting booking touch the green show accept raide touch no accepting booking other driver and costumer cancel show thaire app on show raighting appwho is problem reason what,4,Ola Driver,Positive
bekar dont use,1,Ola Driver,Negative
order sarai barala idhu thumba west idu thumba fake app,1,Ola Driver,Negative
police fine mar rahi bhai legal kro phele app ko,1,Rapido Captain,Negative
its ridiculous compared to others,1,Rapido Captain,Negative
nice grr,5,Rapido Captain,Positive
nice,5,Uber Driver,Positive
base pay is extremely low and app sometimes does not respond to button taps,2,Uber Driver,Negative
good,5,Rapido Captain,Positive
best app for delivery in usa,5,Uber Driver,Positive
,4,Uber Driver,Positive
good,5,Rapido Captain,Positive
very very nice,5,Rapido Captain,Positive
ok,5,Uber Driver,Positive
ok,5,Rapido Captain,Positive
super,5,Ola Driver,Positive
hour daily earning in surat zone rs,1,Rapido Captain,Negative
dear all please dont using rapido im bike accident but not any help this is ford company,1,Rapido Captain,Negative
options shows cash payment but most of the customer pay online,1,Uber Driver,Negative
good,5,Rapido Captain,Positive
good app,5,Ola Driver,Positive
uber completely takes over my bluetooth compatibilities and readjusts all my volume settings with every popup notification and ride request its extremely distracting and thus extremely dangerous,1,Uber Driver,Negative
price low fear low,1,Uber Driver,Negative
most worst app not responding with drivers,1,Rapido Captain,Negative
bakvas app jada benifit nahi hai zat bhar ka paisa milta hai usmai bhi in log ke charges commission km rate bhi kam kadha majduri hai pura ground mai aake kam karke dekho,1,Rapido Captain,Negative
good,5,Uber Driver,Positive
good,5,Rapido Captain,Positive
itna bakwas application hai ki pucho mat ride lo kahi pr usko accept kro khi par ja kr kuc bhi sahi nahi hai na hi payment ka ki kese transfer kre or to or baar baar calls irritate kr deta hai neat or clean application nahi hai,1,Ola Driver,Negative
this is a very bad application no order is received when no one will receive it then you will receive it this is corruption,1,Ola Driver,Negative
not fast accpeceted boking ride other driver ride accpected the boking,5,Ola Driver,Positive
good supportthanks for rapido team,5,Rapido Captain,Positive
evil predatory company it could be as simple as making things that are outside the drivers control not count against their rating and not paying them less because the customer tipped i would stop doing this if i didnt need more than what a full time job provides its very demoralizing,1,Uber Driver,Negative
uber evil support,1,Uber Driver,Negative
customer care service poor bad aap not good not use time west aap,1,Ola Driver,Negative
ill say delivering for uber was not a good experience the app is very glitchy and the company does not pay enough base pay many deliveries take more than an hour and the company wants to pay base of when people do not tip you dont make any money delivery zones are non existent or too large ive had to deliver orders from restaurants in completely different cities when a closer location existed,1,Uber Driver,Negative
nice,5,Rapido Captain,Positive
good,5,Uber Driver,Positive
rapido chor h,1,Rapido Captain,Negative
very bad experience in ola,1,Ola Driver,Negative
right nahin uthati hai,5,Ola Driver,Positive
honestly the worst driver support ever all ai generated without and number to call i had an issue and it took over a month for me to get my money that was already generated from rides,1,Uber Driver,Negative
very bad,1,Ola Driver,Negative
under paid for distance during rush hour miles offers miles offers miles offers miles offers uber keeps sending out messages how they charges fees promotion fees adds by itself even you did not ask for it government fees insurance fees parking fees basically around hrs paid then how can you have money for gas maintenance food,1,Uber Driver,Negative
ok,5,Uber Driver,Positive
best,5,Rapido Captain,Positive
very very bad sarvice in rapido only fec dutys coming no raiting verey bad sarvice,1,Rapido Captain,Negative
third class app,1,Ola Driver,Negative
even after subscription u have to wait for sec to accept ride so whats point of subscription also getting less rides after subscription,1,Ola Driver,Negative
bad,1,Uber Driver,Negative
very nice app,5,Ola Driver,Positive
is not react help line,1,Rapido Captain,Negative
very very happy,5,Ola Driver,Positive
good,5,Rapido Captain,Positive
bad service,1,Ola Driver,Negative
good,5,Ola Driver,Positive
castumer support hi nhi hai,1,Ola Driver,Negative
bad,1,Ola Driver,Negative
yes nick,5,Ola Driver,Positive
god app,5,Ola Driver,Positive
best app,5,Rapido Captain,Positive
nice,4,Rapido Captain,Positive
it is very very bad,5,Rapido Captain,Positive
nice,5,Ola Driver,Positive
when i set my phone volume medium then why the hell volume goes full while ride come its extremely irritating and not sound good pls fix this problem,1,Ola Driver,Negative
gps issue,1,Ola Driver,Negative
it is good,5,Uber Driver,Positive
good,2,Ola Driver,Negative
im working in this app since months this very good app,5,Uber Driver,Positive
super,5,Uber Driver,Positive
super,5,Uber Driver,Positive
excellent,5,Ola Driver,Positive
bad services,1,Ola Driver,Negative
very good,5,Rapido Captain,Positive
what are you doing ola team orders accepting icon problems since years ago not available in drivers care centers of sms sending earn money easytake orders directly its fake,1,Ola Driver,Negative
good,5,Uber Driver,Positive
without subscription not any help to driver partner very very bad policy,1,Ola Driver,Negative
calls not updated,1,Ola Driver,Negative
good,5,Rapido Captain,Positive
rate so low,2,Uber Driver,Negative
wrost app not recieve booking in one touch rate is so lower than other apps,1,Ola Driver,Negative
,5,Rapido Captain,Positive
ola is the worst cab service they dont have a permanent customer care number and dont offer support if customers encounter any issues if a ride is cancelled the fare is not refunded,1,Ola Driver,Negative
my app not updated plzz reply sir,5,Rapido Captain,Positive
nice,5,Rapido Captain,Positive
very nice,5,Ola Driver,Positive
rupia km karwa joi long,1,Rapido Captain,Negative
good,5,Uber Driver,Positive
please support,5,Ola Driver,Positive
oola partner app,1,Ola Driver,Negative
good one,5,Uber Driver,Positive
very good aap,5,Uber Driver,Positive
recharge ka paisa le leta hai trip nahi milta hai ola no us,1,Ola Driver,Negative
good,4,Ola Driver,Positive
i have given the best car and super ride to all my customers till now,5,Ola Driver,Positive
awesome,5,Rapido Captain,Positive
good,5,Uber Driver,Positive
kindly remove the ac non ac option,1,Ola Driver,Negative
crashed all time not opening,1,Rapido Captain,Negative
rapido captain very bad application,1,Rapido Captain,Negative
stupid app wont let me do something as simple as letting me control notification sounds and forces maximum volume every time an offer comes through extremely obnoxious ever since uber started tying offers received to acceptance rating ive made far less than i have in the past i refuse to play the nonsense acceptance rating game doordash tried it and its still garbage policy today it was better when offers werent tied to acceptance rating do better uber,1,Uber Driver,Negative
this is a perfect example of a disgustingly rapacious company their laughable metrics business model and cheapskate clientele are just some of the many avenues that are used to constantly skirt responsibility off to independent contractors payment for your work even with solid inarguable documentation will be unreliable uber is well aware of every issue they have regarding their own platform and i promise you they do not care to fix a single one of those issues clown show,1,Uber Driver,Negative
cut my cash,1,Uber Driver,Negative
very bad app like a killer app bhada aata hai itna teji se paar hota hai jaise jet viman par hota hai waiting charge nahin deta hai cancelation charge nahin deta hai gadi lekar jaate hain customer ke pass cancellation charge nahin milta hai din bhar mobile ke screen mein ungali maarte raho fir bhi bhada nahin pakda paate hain bimari paida ho jaega aadami ko ungali hilate rahega isase badhiya to uber hai direct milta hai bhada,1,Ola Driver,Negative
dont offer rides that wont be accepted quickly only offer the rides that will be accepted why offer the others that wont be taken,1,Rapido Captain,Negative
bad customer care service and also your service i already sent email but no response they took fine from me for the wrong reason days continuesly informed customer care but no response and also dont join bike taxibangalore full problems with auto drivers,1,Rapido Captain,Negative
not only is this app great way to earn income but also provides a sense of freedom that few others compare,2,Uber Driver,Negative
no support,1,Rapido Captain,Negative
worst app serious issue duty acceptance is very late when booking comes it comes as a blur first and then duty is accepted after seconds it is very difficult to do duty,1,Ola Driver,Negative
im avirthing ok,5,Rapido Captain,Positive
super app,5,Ola Driver,Positive
good good,5,Rapido Captain,Positive
good experience,5,Rapido Captain,Positive
good,5,Ola Driver,Positive
unable to login my device,1,Rapido Captain,Negative
very bad,1,Ola Driver,Negative
very good i am happy,5,Rapido Captain,Positive
really enjoying this for some reason how you listen to uber and music at the same tyme,5,Uber Driver,Positive
haram ke paise kat rahe hai subscription fee platform fee operater bill saale chor hai ek din me rs kaat rahi hai driver kya kamayega rate de nahi raha bakwas app hai,1,Ola Driver,Negative
low quality nd py charges bhi km milt h,2,Rapido Captain,Negative
bhngar,1,Rapido Captain,Negative
good,5,Uber Driver,Positive
warst app not working properly and no one can help any issue facing uno partner care support,1,Ola Driver,Negative
very good,5,Rapido Captain,Positive
super uber,5,Uber Driver,Positive
good,5,Ola Driver,Positive
gps stopped working due to bad connection something went wrong and forced me to stop working until the gps is working properly l am trying to update the uber app please let me know what way you can help,5,Uber Driver,Positive
,1,Ola Driver,Negative
good work,5,Rapido Captain,Positive
subscription scam subscription keliye apko jyada paise wala trip dikhayenge badme aap subscription lete ho to bhi trip jyada paise wala nahi aayega aaya to order accept hota nahi,1,Ola Driver,Negative
disgusting there is no policy for driver partner they are doing lala ki company only they are right driver partner is always wrong in front of rapido third class policy,1,Rapido Captain,Negative
i cant login with my numberwhenever i try to login its shows something went wrong please try again after some timesince days i am trying it shows same error,1,Rapido Captain,Negative
koi order nahi melta day ho gaye hai koi ride nahi padte vaste time only,1,Ola Driver,Negative
apps problem,1,Ola Driver,Negative
good sevice given to me,5,Ola Driver,Positive
bakwas,1,Ola Driver,Negative
uber is best,5,Uber Driver,Positive
not good the uber driver,1,Uber Driver,Negative
good,5,Rapido Captain,Positive
pathetic app just go with ola uber you cant take a single penny home even you have work for the hrs the rate rapido will give you you will be frustrated or you will quit driving and on the top wen you will call the support they will just read the script like a robot no matter times you repeat you concern they will tell you the same thing also sometimes they will speak to you like you are there servant i had a very bad experience if we use this app the will be keep harassing us,1,Rapido Captain,Negative
call not connect customer care low drivers tirupati extra kilometers not add fixed paymentno waiting charge amount no office available poor bookings no improvement no app updates,1,Ola Driver,Negative
good,5,Uber Driver,Positive
good,5,Rapido Captain,Positive
,1,Ola Driver,Negative
good,5,Ola Driver,Positive
location map sab se bikar h isme sahi location kabhi b show nahi krta hai,1,Rapido Captain,Negative
nice,5,Rapido Captain,Positive
bahut badhiya,5,Rapido Captain,Positive
best swari,5,Rapido Captain,Positive
it takes much battery do work on it please,1,Rapido Captain,Negative
good,5,Uber Driver,Positive
,5,Uber Driver,Positive
earn freely and enjoy,5,Rapido Captain,Positive
the app should show request to captions from starting point to drop point like uber indrive does it become easy to accept trips,1,Rapido Captain,Negative
very bad experience no help number customer kare number,1,Ola Driver,Negative
your application is crashed not working since last min tried calling customer support just asking enter your registered number then disconnecting the call poor service from customer support during working hours,1,Rapido Captain,Negative
rapido bahut achcha hai,5,Rapido Captain,Positive
not good,1,Uber Driver,Negative
nice,5,Uber Driver,Positive
its a very bad word now,1,Ola Driver,Negative
super,5,Rapido Captain,Positive
pay is either great or terrible about of good pay is hoping for good tips which includes picking those places and planning a rough idea of a route to stick in the area of they also spam tf out of you when youre coming to a stopping point youll receive upwards of requests within a minute period mind you while trying to drive and navigate which i havent found a way around it yet unless you do orders until theres a break theyll purposely tank your scores by spamming orders,2,Uber Driver,Negative
good,5,Rapido Captain,Positive
good,5,Uber Driver,Positive
super apps,5,Uber Driver,Positive
to hard to sign up,1,Uber Driver,Negative
bad app services issue,1,Uber Driver,Negative
save yourself uber will bring you hours away from your home also if your app is going to let people give you bad ratings then i should be able to dispute it i got a rating because i told someone to cover their mouth because he was sick uber didnt even want to help me,1,Uber Driver,Negative
good,5,Ola Driver,Positive
ek company chor hai jo bahut commission khati hai usko koi join nahin karna bhaiya aapse vinati hai ki company chor company yah bahut commission khati hai,5,Rapido Captain,Positive
i personally have had a really good experience driving for uber ive enjoyed the entertainment of riders and the opportunity to entertain them as well,5,Uber Driver,Positive
auto walo ko price show nhi karta hai rapido,1,Rapido Captain,Negative
good,5,Rapido Captain,Positive
very good app to earn,5,Ola Driver,Positive
im using the app for quite a long time but now i reset my phone but now the app doesnt login my account it say try again some time saying repeatly i didnt login i restart my phone many times but my account doesnt login i need to resolve but i raised to ticket in customer service there is no response what i need to do customer service is worst there is no response from the side of you clear my problem then only i can change my star rating otherwise it will remain star,1,Rapido Captain,Negative
developer why did you change the layout so that they can know you are working or what this is ridiculous you spoilt the app guys,1,Uber Driver,Negative
rapido captain application getting low fare rates in heavy traffic timenot getting surge when pick hours not getting cancellation charges when rideder cancel orders,1,Rapido Captain,Negative
this platform is excellent for students who are waiting for parttime job,5,Uber Driver,Positive
ride accepted nhi hoti h,2,Ola Driver,Negative
good,5,Rapido Captain,Positive
nice,5,Ola Driver,Positive
,1,Rapido Captain,Negative
worst interface,2,Ola Driver,Negative
nice experience,5,Uber Driver,Positive
good,4,Uber Driver,Positive
all document upload but long time under verification problemhelp line service poor,1,Rapido Captain,Negative
good,5,Uber Driver,Positive
me abhi login nahi kar pa raha hu kya problem huha h koi response bhi nahi kar rahe h,1,Rapido Captain,Negative
nice ola,5,Ola Driver,Positive
i never seen such a waste app ever no customer support nothing not even able to make it this good way,1,Rapido Captain,Negative
well,5,Uber Driver,Positive
bad application,1,Uber Driver,Negative
very nice,4,Ola Driver,Positive
good,5,Uber Driver,Positive
but ola not update,5,Ola Driver,Positive
i just want few features to app make an option where we could accept order by swipe so we couldnt accidentally accept orders some setting where i wont gonna recieve order when im close to finish the order or lets say feet away from address when i use uber camera my phone flashlight turned off and i like to keep it on,5,Uber Driver,Positive
nice,5,Ola Driver,Positive
ola drive is not have in my app order,1,Ola Driver,Negative
i was driving for uber for like years and it sucks they charge the ryder for a ride that youll get they send you on these minute rides for like also if i take someone to ny i wont get work until i get back to nj because nj drivers cant work in ny but ny drivers can also if you complain about the riders nothing happens they make a false complaint about you youll get discharged be very careful with this place they are very misleading,1,Uber Driver,Negative
not app working pls,5,Rapido Captain,Positive
bad,1,Uber Driver,Negative
bad service,1,Rapido Captain,Negative
ltas,4,Ola Driver,Positive
uber platform driver ka shoshan karta hai,1,Uber Driver,Negative
super,5,Rapido Captain,Positive
but i am not getting rental option in my drivers appp i am trying since year,1,Uber Driver,Negative
ok,5,Uber Driver,Positive
,1,Ola Driver,Negative
bad,1,Rapido Captain,Negative
why does it need contacts permission when no other driver apps are asking this permission its not needed for driver apps so im uninstalling this app,1,Ola Driver,Negative
very bed service or rate uber india driver company bed rate bed client always uber platform,1,Uber Driver,Negative
i was unable to upload my rc i forgot to upload my rc and i try again but nd time im unable to upload my rc like days,1,Rapido Captain,Negative
apne paise nikalne par bhi tax dena padta hai,2,Uber Driver,Negative
